,,,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,,,,,None of the above,,,,,,,,,Times of services (the service I was interested in wasn't scheduled at a time that worked for me),Physical location of services,Transportation,,,,55-64
,,,,,,,,,,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,"Support Groups (professionally facilitated groups for sharing experiences, reducing isolation, and building connection)",,,,,,,,,,,,
"Acupuncture (provided by licensed practitioners to help manage cancer-related symptoms such as pain, fatigue, and nausea)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,,,,"Reiki Session (provided by certified practitioners trained to support individuals affected by cancer through gentle, energy-based techniques that promote relaxation and balance)",None of the above,,,,,,,,,,,,,,,65-74
,,"Dempsey Soup Program (nutritious soups prepared by Dempsey Center nutrition staff and volunteers, distributed at no cost to clients)","Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,,,,,,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,,,"Youth & Family Classes/Workshops (e.g., Family Nights, Space to Breathe therapeutic summer camp; programming designed for children, teens, and families)",,,,Times of services (the service I was interested in wasn't scheduled at a time that worked for me),,,,,,35-44
,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,"Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",,"Nutrition Classes/Workshops (e.g., What to Eat During Cancer Treatment; education and cooking classes led by oncology-trained nutrition staff, focused on dietary strategies to support health during and after cancer treatment)","Reiki Session (provided by certified practitioners trained to support individuals affected by cancer through gentle, energy-based techniques that promote relaxation and balance)",,,,"Support Groups (professionally facilitated groups for sharing experiences, reducing isolation, and building connection)",,,,,,,,,,,,75 or older
,,,,,"Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",,,"Reiki Session (provided by certified practitioners trained to support individuals affected by cancer through gentle, energy-based techniques that promote relaxation and balance)",,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,,,,,,,,,,,,,65-74
,,,,,,,,,None of the above,,,,,,,,,,,,,,,
,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Soup Program (nutritious soups prepared by Dempsey Center nutrition staff and volunteers, distributed at no cost to clients)",,,"Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",,,,None of the above,,,,,,,,,,,Transportation,,,,45-54
"Acupuncture (provided by licensed practitioners to help manage cancer-related symptoms such as pain, fatigue, and nausea)",,,,,,,,,None of the above,,,,,,,,,,,,,,,
"Acupuncture (provided by licensed practitioners to help manage cancer-related symptoms such as pain, fatigue, and nausea)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,,,,,None of the above,,,,,,,,,,,,,,,65-74
,,,,,,,,"Reiki Session (provided by certified practitioners trained to support individuals affected by cancer through gentle, energy-based techniques that promote relaxation and balance)",None of the above,,,,,,,Too long of a wait to become a client (too long of a wait for an orientation),,,,,,,,65-74
,,,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,,,,,None of the above,,,,,,,,,,,,,,,
,,,,"Movement & Fitness Consult (individual sessions with oncology-trained professionals to create safe, personalized movement and fitness plans)","Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",Nutrition Consult (individual consultations with licensed and oncology-trained nutrition professionals to address nutrition concerns and provide personalized recommendations),,,,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,,,,,,,,,,,,,
,,,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,"Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",,"Nutrition Classes/Workshops (e.g., What to Eat During Cancer Treatment; education and cooking classes led by oncology-trained nutrition staff, focused on dietary strategies to support health during and after cancer treatment)",,None of the above,,,,,,,,,,,,,,,75 or older
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,,,,,,,,,,,,,65-74
,,,,"Movement & Fitness Consult (individual sessions with oncology-trained professionals to create safe, personalized movement and fitness plans)","Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",Nutrition Consult (individual consultations with licensed and oncology-trained nutrition professionals to address nutrition concerns and provide personalized recommendations),,,,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,,,,,,,,,,,,,75 or older
,,,,,,Nutrition Consult (individual consultations with licensed and oncology-trained nutrition professionals to address nutrition concerns and provide personalized recommendations),,,,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,,,,,,,,,,,,,55-64
"Acupuncture (provided by licensed practitioners to help manage cancer-related symptoms such as pain, fatigue, and nausea)",,,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,,,,,None of the above,,,,,,,,,,,,,,,45-54
"Acupuncture (provided by licensed practitioners to help manage cancer-related symptoms such as pain, fatigue, and nausea)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,"Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",,"Nutrition Classes/Workshops (e.g., What to Eat During Cancer Treatment; education and cooking classes led by oncology-trained nutrition staff, focused on dietary strategies to support health during and after cancer treatment)","Reiki Session (provided by certified practitioners trained to support individuals affected by cancer through gentle, energy-based techniques that promote relaxation and balance)",,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,"Support Groups (professionally facilitated groups for sharing experiences, reducing isolation, and building connection)",,,,,,,Physical location of services,,,,,55-64
,,,,,,,,,,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,,,,,,,,,,,,,55-64
"Acupuncture (provided by licensed practitioners to help manage cancer-related symptoms such as pain, fatigue, and nausea)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,,Nutrition Consult (individual consultations with licensed and oncology-trained nutrition professionals to address nutrition concerns and provide personalized recommendations),,"Reiki Session (provided by certified practitioners trained to support individuals affected by cancer through gentle, energy-based techniques that promote relaxation and balance)",None of the above,,,,,,,,,,,,,,,65-74
,,,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,"Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",,,,None of the above,,,,,,,,,,,,,,,65-74
,,,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,"Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",,,,None of the above,,,,,,,,,,,,,,,75 or older
,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,"Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",,"Nutrition Classes/Workshops (e.g., What to Eat During Cancer Treatment; education and cooking classes led by oncology-trained nutrition staff, focused on dietary strategies to support health during and after cancer treatment)","Reiki Session (provided by certified practitioners trained to support individuals affected by cancer through gentle, energy-based techniques that promote relaxation and balance)",,,,"Support Groups (professionally facilitated groups for sharing experiences, reducing isolation, and building connection)",,,,,,Times of services (the service I was interested in wasn't scheduled at a time that worked for me),,,,,,65-74
"Acupuncture (provided by licensed practitioners to help manage cancer-related symptoms such as pain, fatigue, and nausea)",,,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,,Nutrition Consult (individual consultations with licensed and oncology-trained nutrition professionals to address nutrition concerns and provide personalized recommendations),,"Reiki Session (provided by certified practitioners trained to support individuals affected by cancer through gentle, energy-based techniques that promote relaxation and balance)",None of the above,,,,,,,,,,,,,,,75 or older
,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,"Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",,,,None of the above,,,,,,,,,,,,Reliable internet access or lack of reliable hardware,,,55-64
,,,,,,,,,,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),Legacy & Life Reflections (recorded legacy interviews for individuals with advanced cancer to reflect on their lives and stories),"Support Groups (professionally facilitated groups for sharing experiences, reducing isolation, and building connection)",,,,,,,,,,,,65-74
"Acupuncture (provided by licensed practitioners to help manage cancer-related symptoms such as pain, fatigue, and nausea)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,,,,"Reiki Session (provided by certified practitioners trained to support individuals affected by cancer through gentle, energy-based techniques that promote relaxation and balance)",,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,,,,,,,,,,,,,65-74
"Acupuncture (provided by licensed practitioners to help manage cancer-related symptoms such as pain, fatigue, and nausea)",,"Dempsey Soup Program (nutritious soups prepared by Dempsey Center nutrition staff and volunteers, distributed at no cost to clients)",,,,,,,,,,"Support Groups (professionally facilitated groups for sharing experiences, reducing isolation, and building connection)",,,,,,,,,,,,65-74
,,,,,"Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",,,,,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,,,,,,,,,,,,,55-64
,,,,,,,,,,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,"Support Groups (professionally facilitated groups for sharing experiences, reducing isolation, and building connection)",,,,,,,Physical location of services,,,,,45-54
,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,"Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",,,"Reiki Session (provided by certified practitioners trained to support individuals affected by cancer through gentle, energy-based techniques that promote relaxation and balance)",None of the above,,,,,,,,,,,,,,,55-64
,,,,,,Nutrition Consult (individual consultations with licensed and oncology-trained nutrition professionals to address nutrition concerns and provide personalized recommendations),,,,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,,,,,,Wait time to access services that I needed (when I needed them),Times of services (the service I was interested in wasn't scheduled at a time that worked for me),,,,,,55-64
,,,,,,,,"Reiki Session (provided by certified practitioners trained to support individuals affected by cancer through gentle, energy-based techniques that promote relaxation and balance)",None of the above,,,,,,,,,Times of services (the service I was interested in wasn't scheduled at a time that worked for me),,,,,,55-64
,,,,,,,,,,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,,,,,,,,Physical location of services,,,,,75 or older
,,,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,,,,,None of the above,,,,,,,,,,,,,,,55-64
"Acupuncture (provided by licensed practitioners to help manage cancer-related symptoms such as pain, fatigue, and nausea)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,,,,,,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,,,,,,,,,,,,,55-64
,,,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,,,,,,,,"Support Groups (professionally facilitated groups for sharing experiences, reducing isolation, and building connection)",,,,,,Times of services (the service I was interested in wasn't scheduled at a time that worked for me),,,,I did not feel welcomed and/or comfortable at the Dempsey Center,,45-54
"Acupuncture (provided by licensed practitioners to help manage cancer-related symptoms such as pain, fatigue, and nausea)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Soup Program (nutritious soups prepared by Dempsey Center nutrition staff and volunteers, distributed at no cost to clients)","Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,,,,"Reiki Session (provided by certified practitioners trained to support individuals affected by cancer through gentle, energy-based techniques that promote relaxation and balance)",,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,,,,,,,,Physical location of services,,,,,55-64
,,,,,"Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",Nutrition Consult (individual consultations with licensed and oncology-trained nutrition professionals to address nutrition concerns and provide personalized recommendations),,,None of the above,,,,,,,,,,Physical location of services,,,,,75 or older
"Acupuncture (provided by licensed practitioners to help manage cancer-related symptoms such as pain, fatigue, and nausea)",,,,,,,,,None of the above,,,,,,,,Wait time to access services that I needed (when I needed them),Times of services (the service I was interested in wasn't scheduled at a time that worked for me),Physical location of services,,,,,75 or older
"Acupuncture (provided by licensed practitioners to help manage cancer-related symptoms such as pain, fatigue, and nausea)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,"Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",,,"Reiki Session (provided by certified practitioners trained to support individuals affected by cancer through gentle, energy-based techniques that promote relaxation and balance)",,Individual Counseling (one-on-one sessions with licensed counselors specially trained to support individuals and families navigating the impact of cancer),,,,,,,,,,,,,,65-74
"Acupuncture (provided by licensed practitioners to help manage cancer-related symptoms such as pain, fatigue, and nausea)",,,"Massage Therapy (provided by licensed massage therapists trained to support individuals affected by cancer through gentle, therapeutic techniques)",,"Movement & Fitness Classes/Workshops (e.g., Chair Yoga, Tai Chi; group classes led by instructors with oncology-specific training, designed to promote strength, mobility, and well-being in a supportive environment)",,,,,,,"Support Groups (professionally facilitated groups for sharing experiences, reducing isolation, and building connection)",,,,,,,,,,,,65-74
