Acupuncture,Adult Counseling - Individual,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,Massage Therapy,Movement & Fitness Consult,Movement & Fitness Classes/Workshops,Nutrition Consult,,Reiki Session,,,,,,,,,,,,,55-64
,Adult Counseling - Individual,,,,,,,,,,,,,,,,,,,,,,,Transportation,,Accessibility of the Center’s services (a lack of comfort and/or ability with being able to access services),,65-74
,,Adult Counseling - Support Groups,,,,,,,,,,,Nutrition Consult,,,,,,,,,,,,,,,75 or older
Acupuncture,,,,,,,,,,Massage Therapy,,,,,Reiki Session,,,,,,,,,,,,,75 or older
Acupuncture,,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,Massage Therapy,,,,,Reiki Session,,Youth & Family Counseling – Individual,Youth & Family Counseling – Group/Support Group,,,,,,,,,,55-64
,,Adult Counseling - Support Groups,,,,,,,,Massage Therapy,,Movement & Fitness Classes/Workshops,Nutrition Consult,,,,,,,,,,Physical location of services,,,,,65-74
,Adult Counseling - Individual,Adult Counseling - Support Groups,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,Massage Therapy,,,,,,,,,,,,,,,,,,75 or older
Acupuncture,,Adult Counseling - Support Groups,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,Massage Therapy,Movement & Fitness Consult,Movement & Fitness Classes/Workshops,Nutrition Consult,Nutrition Classes/Workshops,Reiki Session,,,,,,,,,,,,,65-74
,,Adult Counseling - Support Groups,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,,,,,,,,,,,,,,,,
,Adult Counseling - Individual,Adult Counseling - Support Groups,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,Massage Therapy,,,,,,,,,,,,,,,,,,65-74
,Adult Counseling - Individual,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,,,,,,Reiki Session,,,,,,,,,,,,,65-74
,,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,Dempsey Soup Program,,,,,,,Nutrition Consult,,,,,,,,,,,,,,,55-64
Acupuncture,,,,,,,,,,,,,,,Reiki Session,,,,,,,,,,,,,65-74
,Adult Counseling - Individual,,,,,,,,,,,,,,,,,,,,,,Physical location of services,,,,,65-74
,,Adult Counseling - Support Groups,,,,,,,,,,,,,,,,,,,,,,,,,,55-64
,Adult Counseling - Individual,,,,,,,,,,,,Nutrition Consult,,,,Youth & Family Counseling – Individual,,,,,,Physical location of services,,,,,35-44
Acupuncture,,Adult Counseling - Support Groups,,,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,Massage Therapy,,Movement & Fitness Classes/Workshops,,Nutrition Classes/Workshops,Reiki Session,,,,,,,,,,,,,35-44
Acupuncture,Adult Counseling - Individual,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,Dempsey Soup Program,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)","Expressive Arts Workshop (e.g., Writing Through Cancer, Music for Wellness, etc.)",,Massage Therapy,,Movement & Fitness Classes/Workshops,,,Reiki Session,,,,,,,,,,,,,65-74
,Adult Counseling - Individual,Adult Counseling - Support Groups,,,,,,,,,,,,,,,,,,,,,,,,,,45-54
Acupuncture,Adult Counseling - Individual,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,Massage Therapy,,,Nutrition Consult,,,,,,,,,,Physical location of services,,,,,65-74
,Adult Counseling - Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,55-64
,,,,,,,,,,,,Movement & Fitness Classes/Workshops,,,,,,,,,,Times of services,,,,,,75 or older
,Adult Counseling - Individual,,,,,,,,,Massage Therapy,,,,,,,,,,,,,,,,,,65-74
,,,,,,,,,,Massage Therapy,,,Nutrition Consult,,,,,,,,,,,,,,,65-74
,,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,,,,,,,,,,,,,,Physical location of services,Transportation,,,,65-74
,Adult Counseling - Individual,Adult Counseling - Support Groups,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)","Expressive Arts Workshop (e.g., Writing Through Cancer, Music for Wellness, etc.)",Legacy & Life Reflections,,,,,Nutrition Classes/Workshops,,,,,,,,,,,,,,75 or older
Acupuncture,Adult Counseling - Individual,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,Massage Therapy,,,Nutrition Consult,Nutrition Classes/Workshops,,,,,,,,,,,,,,55-64
Acupuncture,Adult Counseling - Individual,Adult Counseling - Support Groups,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,Dempsey Soup Program,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)","Expressive Arts Workshop (e.g., Writing Through Cancer, Music for Wellness, etc.)",,Massage Therapy,,Movement & Fitness Classes/Workshops,Nutrition Consult,Nutrition Classes/Workshops,,Wig & Headwear Consult,,,,,,,,,,,,65-74
Acupuncture,,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,Massage Therapy,,Movement & Fitness Classes/Workshops,Nutrition Consult,,Reiki Session,,,,,,,,,,,,,75 or older
,,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,,,,,,,,,,,,,,,,,,,65-74
,,,,,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,,,Movement & Fitness Classes/Workshops,,,,,,,,,,Times of services,,,,,,55-64
,Adult Counseling - Individual,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,Massage Therapy,,,,,Reiki Session,,,,,,,,,,,,,65-74
,,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,45-54
Acupuncture,,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,Massage Therapy,,,,,Reiki Session,,,,,,,,,,,,,65-74
,Adult Counseling - Individual,,,,,,,,,Massage Therapy,,,,,,,,,,,,Times of services,,Transportation,Reliable internet access or lack of reliable hardware,Accessibility of the Center’s services (a lack of comfort and/or ability with being able to access services),,45-54
Acupuncture,Adult Counseling - Individual,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,Massage Therapy,,,Nutrition Consult,Nutrition Classes/Workshops,,,,,,,,Times of services,,,,,,55-64
,Adult Counseling - Individual,,,,,,,,,,,,,Nutrition Classes/Workshops,,,,,,,,,,,,,,65-74
,Adult Counseling - Individual,Adult Counseling - Support Groups,,,,,,,,Massage Therapy,,,,,Reiki Session,,,,,,,,,,,,,55-64
,,,,,,,,,,,,,,,,,Youth & Family Counseling – Individual,,,,,,,,,,,45-54
,Adult Counseling - Individual,Adult Counseling - Support Groups,,,,,,,,,,,Nutrition Consult,,,,,,,,,Times of services,,,,,,35-44
,,Adult Counseling - Support Groups,,,,,,,,,,,,,,,,,,,,,Physical location of services,,,Accessibility of the Center’s services (a lack of comfort and/or ability with being able to access services),,55-64
,Adult Counseling - Individual,,,,,,,,,Massage Therapy,,,Nutrition Consult,,,,,,,,,Times of services,Physical location of services,,,,,55-64
,Adult Counseling - Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,65-74
Acupuncture,,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",Dempsey Soup Program,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,Massage Therapy,,,Nutrition Consult,Nutrition Classes/Workshops,Reiki Session,,,,,,,,,,,,,65-74
,,Adult Counseling - Support Groups,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,Movement & Fitness Consult,,,,,,,,,,,,,,,,,75 or older
,,,,,,Dempsey Soup Program,,,,,,Movement & Fitness Classes/Workshops,Nutrition Consult,,,,,,,,,Times of services,,,,,,75 or older
,,,,,,,,,,,,Movement & Fitness Classes/Workshops,,Nutrition Classes/Workshops,,,,,,,,,,,,,,65-74
,,Adult Counseling - Support Groups,,,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,Massage Therapy,,,,,,,,,,,,Times of services,,,,,,65-74
Acupuncture,,,,,,,,,,,,,,,,,,,,,,,,,,,,65-74
,Adult Counseling - Individual,,,,,,,,,Massage Therapy,,,,,,,,,,,,,Physical location of services,,,,,55-64
Acupuncture,Adult Counseling - Individual,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,Massage Therapy,,,,,Reiki Session,,,,,,,,Physical location of services,,,,,65-74
,Adult Counseling - Individual,Adult Counseling - Support Groups,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,Movement & Fitness Consult,Movement & Fitness Classes/Workshops,,,,,,,,,,,,,,,,55-64
,Adult Counseling - Individual,Adult Counseling - Support Groups,,,,,,,,,,,,,,,,,,,,,,,,,,65-74
Acupuncture,,,,,,,,,,Massage Therapy,,,,,,,,,,,,,,,,,,45-54
,,Adult Counseling - Support Groups,,,,,,,,,,,,,,,,,,,,,,,,,,75 or older
Acupuncture,,,,,,,,,,Massage Therapy,,,,,Reiki Session,,,,,,,,,,,,,65-74
Acupuncture,,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,Massage Therapy,,Movement & Fitness Classes/Workshops,,Nutrition Classes/Workshops,Reiki Session,,,,,,,,,,,,,55-64
,Adult Counseling - Individual,Adult Counseling - Support Groups,,,,,,,,,,,,,,,,,,,,Times of services,,,,,,55-64
Acupuncture,Adult Counseling - Individual,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,,Movement & Fitness Consult,,Nutrition Consult,,,,,,,,,Times of services,,,,,,45-54
,Adult Counseling - Individual,,,,,,,,,Massage Therapy,,,,,Reiki Session,,,,,,,,,,,,,55-64
Acupuncture,Adult Counseling - Individual,,,,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,,,,,,,,,,,,,,,,55-64
,Adult Counseling - Individual,,,,,,,,,,,,Nutrition Consult,,,,,,,,,,,,,,,65-74
Acupuncture,,,,,,,,,,Massage Therapy,,Movement & Fitness Classes/Workshops,Nutrition Consult,,,,,,,,Hours of operation,Times of services,Physical location of services,,,,,45-54
,,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,,,,,,,,,,,,,,Physical location of services,,,,,55-64
,Adult Counseling - Individual,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,Nutrition Consult,,,,,,,,,,,,,,,55-64
Acupuncture,,,,,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,,Movement & Fitness Consult,Movement & Fitness Classes/Workshops,Nutrition Consult,,Reiki Session,,,,,,,Times of services,,,,,,75 or older
,Adult Counseling - Individual,Adult Counseling - Support Groups,,,,,,,,,,,,,,,,,,,,,,,,,,35-44
Acupuncture,,,,,,,,,,,,,,,,,,,,,,,,,,,,65-74
,Adult Counseling - Individual,,,,,,,,,,,,Nutrition Consult,,,,,,,,,,,,,,,75 or older
,Adult Counseling - Individual,,,,,,,,,Massage Therapy,,,,,,,,,,,Hours of operation,Times of services,,,,,,45-54
Acupuncture,Adult Counseling - Individual,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,Massage Therapy,,,Nutrition Consult,,,,,,,,,,,,,,,35-44
,,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,Massage Therapy,Movement & Fitness Consult,,,Nutrition Classes/Workshops,,,,,,,,,,,,,,65-74
Acupuncture,,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,,,,,,,Wig & Headwear Consult,,,,,,,,,,,,35-44
Acupuncture,,,,,,,,,,Massage Therapy,,,,,,,,,,,,,Physical location of services,,,,,45-54
,,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,,,,,,,,,Hours of operation,Times of services,,,,,,35-44
,,,,,,Dempsey Soup Program,,,,Massage Therapy,,,,Nutrition Classes/Workshops,,,,,,,,,,,,,,65-74
,,Adult Counseling - Support Groups,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,Massage Therapy,,,,,Reiki Session,,,,,,,,,,,,,55-64
Acupuncture,Adult Counseling - Individual,,,,,,,,,Massage Therapy,,,,,,,,,,,,,,,,,,65-74
,Adult Counseling - Individual,Adult Counseling - Support Groups,,,,,,,,,,,,,,,,,,,,Times of services,,,,,,55-64
Acupuncture,,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,Massage Therapy,,,,,,,,,,,,,,,,,,75 or older
Acupuncture,Adult Counseling - Individual,,,,,,,,,Massage Therapy,,Movement & Fitness Classes/Workshops,,,Reiki Session,,,,,,,,,,,,,65-74
,Adult Counseling - Individual,,,,,,,,,Massage Therapy,,Movement & Fitness Classes/Workshops,,,,,,,,,,,,,,,,65-74
,Adult Counseling - Individual,,,,,,,,,,,,Nutrition Consult,,,,,,,,,,,,,,,75 or older
,,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,,,Movement & Fitness Classes/Workshops,,,,,,,,,,,,,,,,65-74
,Adult Counseling - Individual,Adult Counseling - Support Groups,,,,,,,,,,,,,,,,,,,,,,,,,,35-44
Acupuncture,Adult Counseling - Individual,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,Massage Therapy,,,,,Reiki Session,,,,,,,,,,,,,65-74
,Adult Counseling - Individual,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,,,,Nutrition Consult,,,,,,,,,,,,,,,75 or older
,Adult Counseling - Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,65-74
,,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,,,,,,,,,,,,,,,,,,,55-64
Acupuncture,,,,,,,,,,Massage Therapy,,,,,Reiki Session,,,,,,,,,,,,,45-54
,Adult Counseling - Individual,,,,,,,,,Massage Therapy,,,,,,,,,,,,,,,,,,65-74
,,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,Massage Therapy,,,Nutrition Consult,,,,,,,,Hours of operation,Times of services,,,,,,55-64
,Adult Counseling - Individual,,,,,,,,,,,,,,,Wig & Headwear Consult,Youth & Family Counseling – Individual,,,,,,,,,,,25-34
,,Adult Counseling - Support Groups,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,Nutrition Consult,Nutrition Classes/Workshops,,,,,,,,,,,,,,55-64
,Adult Counseling - Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,65-74
,,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,Movement & Fitness Classes/Workshops,,,,,,,,,,,,,,,,55-64
,Adult Counseling - Individual,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,Massage Therapy,,,,,,,,,,,,,,,,,,35-44
,Adult Counseling - Individual,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,Movement & Fitness Consult,,Nutrition Consult,,,,,,,,,,,,,,,55-64
,,Adult Counseling - Support Groups,,,,,,,,,,,,,,Wig & Headwear Consult,Youth & Family Counseling – Individual,,,,Hours of operation,,,,,,,55-64
,,Adult Counseling - Support Groups,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,Movement & Fitness Classes/Workshops,,,,,,,,,,Times of services,,,,,,65-74
,,Adult Counseling - Support Groups,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)","Expressive Arts Workshop (e.g., Writing Through Cancer, Music for Wellness, etc.)",,,Movement & Fitness Consult,Movement & Fitness Classes/Workshops,,,,,,,,,,,,,,,,65-74
,Adult Counseling - Individual,,,,,,,,,,,,,,,,,,,,,Times of services,Physical location of services,,,,,55-64
,Adult Counseling - Individual,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,Massage Therapy,,Movement & Fitness Classes/Workshops,,,,,,,,,,,Physical location of services,Transportation,,,,35-44
,,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,Massage Therapy,,,,,Reiki Session,,,,,,,,,,,,,55-64
,Adult Counseling - Individual,,,,,,,,,,,,Nutrition Consult,,,,,,,,,,Physical location of services,,,,,55-64
,Adult Counseling - Individual,,,,,,,,,,,,,,,,,,,,,,,,,Accessibility of the Center’s services (a lack of comfort and/or ability with being able to access services),,65-74
,Adult Counseling - Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,45-54
Acupuncture,,,,,,,,,,Massage Therapy,,,,,Reiki Session,,,,,,Hours of operation,,,,,,,45-54
Acupuncture,,,,,,,,,,,,,,,,,,,,,,,,,,,,55-64
,,Adult Counseling - Support Groups,,,,,,,,,,,,,,,,,,,Hours of operation,,Physical location of services,,,,,35-44
,,,,,,,,,,,Movement & Fitness Consult,Movement & Fitness Classes/Workshops,,,,Wig & Headwear Consult,,,,,Hours of operation,,,,,,,75 or older
Acupuncture,,Adult Counseling - Support Groups,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,Massage Therapy,,Movement & Fitness Classes/Workshops,,,Reiki Session,,,,,,,,,,,,,75 or older
Acupuncture,Adult Counseling - Individual,,,,,,,,,Massage Therapy,,,,,,,Youth & Family Counseling – Individual,,,,,,,,,,,75 or older
,Adult Counseling - Individual,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,Nutrition Consult,,,,,,,,,,,,,,,65-74
,Adult Counseling - Individual,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,,,,,,,,,,,Physical location of services,,,,,45-54
Acupuncture,Adult Counseling - Individual,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,,Nutrition Classes/Workshops,,,,,,,,,,,,,,55-64
,,,,,,,,,,,,,Nutrition Consult,,,,,,,,,,,Transportation,,,,55-64
,Adult Counseling - Individual,Adult Counseling - Support Groups,,,,,,,,,Movement & Fitness Consult,Movement & Fitness Classes/Workshops,,,,,,,,,,,,,,,,55-64
,Adult Counseling - Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,55-64
Acupuncture,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,Adult Counseling - Individual,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,Massage Therapy,,,Nutrition Consult,,,,,,,,,,,,,,,35-44
Acupuncture,,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,Massage Therapy,,,,Nutrition Classes/Workshops,,,,,,,,,Physical location of services,,,,,55-64
,,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,,,,,,,,,,,,,,,,55-64
,Adult Counseling - Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,65-74
Acupuncture,Adult Counseling - Individual,Adult Counseling - Support Groups,,,,,,,,Massage Therapy,,,,,Reiki Session,,,,,,,,,,,,,75 or older
,Adult Counseling - Individual,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,,,Movement & Fitness Classes/Workshops,,,,,,,,,,,,,Reliable internet access or lack of reliable hardware,,,75 or older
,Adult Counseling - Individual,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,,,,,,,,,,,,,,Physical location of services,,,,,65-74
Acupuncture,,,,,,Dempsey Soup Program,,,,,,,Nutrition Consult,Nutrition Classes/Workshops,,Wig & Headwear Consult,,,,,,,,,,,,65-74
,Adult Counseling - Individual,,,,,,,,,,,,,,,,,,,,,Times of services,,,,,,25-34
,Adult Counseling - Individual,Adult Counseling - Support Groups,,,,,,,,,,,,,,,,,,,,,,,,,,55-64
Acupuncture,,Adult Counseling - Support Groups,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,,Nutrition Classes/Workshops,,,,,,,,,,,,,,65-74
